"entidad","pob_18","Muy_frecuente","Frecuente","Poco_frecuente","Nunca","Diputados_y_Senadores_Frecuente","Diputados_y_Senadores_Muy_frecuente","Diputados_y_Senadores_Nunca","Diputados_y_Senadores_Poco_frecuente","Ejército_y_Marina_Frecuente","Ejército_y_Marina_Muy_frecuente","Ejército_y_Marina_Nunca","Ejército_y_Marina_Poco_frecuente","Gobierno_Federal_Frecuente","Gobierno_Federal_Muy_frecuente","Gobierno_Federal_Nunca","Gobierno_Federal_Poco_frecuente","Gobiernos_Estatales_Frecuente","Gobiernos_Estatales_Muy_frecuente","Gobiernos_Estatales_Nunca","Gobiernos_Estatales_Poco_frecuente","Gobiernos_Municipales_Frecuente","Gobiernos_Municipales_Muy_frecuente","Gobiernos_Municipales_Nunca","Gobiernos_Municipales_Poco_frecuente","Ministerio_Publico_Frecuente","Ministerio_Publico_Muy_frecuente","Ministerio_Publico_Nunca","Ministerio_Publico_Poco_frecuente","Policias_Frecuente","Policias_Muy_frecuente","Policias_Nunca","Policias_Poco_frecuente","contacto","pob_usuario","tramites","year"
"Durango",642889,43.08644261,40.77344612,13.0065999,2.194002386,30.89817993,49.25500359,1.962547189,11.02243156,22.79133723,13.00784428,17.61781583,35.71238581,30.96148791,48.82055845,2.710576787,12.35718763,33.77301525,34.03837988,5.806756687,20.51162798,35.74302873,29.5245369,6.572829835,22.99292724,33.81392433,35.92828622,5.503438385,16.39256544,27.56447847,60.60626329,1.543656837,8.767609961,16009.52793,529391,46675.51961,2017
"Guanajuato",1814618,42.75880654,48.06118974,7.859450309,0.788650835,39.60773011,47.12275531,1.09505141,10.06085027,36.07420405,13.94750851,10.60675029,33.02535299,36.78730179,46.77155192,1.642384237,12.65087197,44.20423472,37.03143031,1.70873429,14.93487886,44.15755823,34.61307008,2.887935643,16.53146833,42.88527944,31.41140449,3.48029172,18.94161746,39.0055097,51.19567865,1.557793431,7.815363895,8968.118922,1229444,13245.25558,2017
"Guerrero",743701,54.04483791,38.296842409999996,6.437936751,0.770874316,32.40684092,50.59345086,1.487156801,10.62550676,24.62911842,11.53326404,12.93759185,44.8436939,31.32670253,53.71728692,1.652814774,9.561772809,34.75993713,48.59170554,1.514721642,12.87896614,36.72591539,45.48992135,2.010350934,13.53366474,36.99376497,41.69283086,3.3918201,14.88608997,33.98933173,55.86290727,0.777059598,7.598214874,14308.3435,579529,22612.84595,2017
"Hidalgo",398838,31.90568602,50.06192991,15.10738696,1.67862641,29.47487451,53.13636113,3.648348452,8.516239676,23.90043075,11.45527758,14.99907231,36.59104699,31.78984951,46.68060716,3.289305432,13.24171719,38.16511967,36.68732668,4.056283504,16.04611396,43.91030945,28.95912626,6.16190032,15.83775869,36.56171177,37.31314469,3.790762164,16.79754687,35.21981356,49.54893967,2.340047839,10.98942428,13094.69786,328339,24551.75901,2017
"Jalisco",3159868,49.87787465,41.81573407,7.298532724,0.426979861,30.82973719,53.73040899,1.351796974,9.746609669,22.36609251,13.84507201,13.22292577,42.99603654,25.04553988,60.74310699,1.733331899,9.836360253,35.32932388,47.06256717,2.703688888,12.19187004,37.77591342,39.66437839,2.652199396,16.77133349,36.44376917,42.95154101,2.564759034,14.18132023,27.23256161,63.61135972,0.627842682,7.242391138,13920.63609,2596117,25129.18331,2017
"Estado de México",9034583,63.28329708,30.12425698,4.450919317,0.457663624,25.07862289,66.73909576,0.655979363,4.131469045,22.73482905,14.82920684,12.95285018,41.07224429,24.73078171,64.44719142,0.901712896,6.085150803,29.35040831,60.65616974,0.342849249,6.611229317,29.90814297,58.19716306,1.109636161,8.000668099,28.00161336,61.62092927,1.114506336,6.382508191,25.62415996,68.92594821,0.241516404,4.25010208,15900.52242,6965268,21124.44202,2017
"Michoacán de Ocampo",824239,59.06272331,30.89334526,6.369147784,1.75665068,25.86203759,57.20076337,1.258615523,8.127011704,21.38906312,11.2815579,16.05189757,35.72992785,28.75779962,54.6712786,0.781569423,9.447017188,32.16567039,50.11568247,1.583642609,10.41239252,39.13889054,36.51101198,2.969891015,14.87893681,33.93639466,45.87419426,1.847401057,10.22506821,24.35968208,62.77766522,1.065952958,8.910886284,14846.67895,646030,26726.6226,2017
"Morelos",750392,55.88185908,37.22680945,5.197949872,0.709762364,24.86500389,61.65897291,1.578908091,6.041375708,23.9450847,14.70391475,14.85223723,33.04952611,20.92612928,64.32917728,1.418058828,8.847242508,24.42256847,63.91805883,1.049451487,7.881613876,35.78689538,46.44026056,2.018944765,12.00572501,29.4306176,48.51570912,3.199660977,11.99652981,27.17259779,62.9597597,0.529723131,7.947046344,17228.90569,579706,29688.84228,2017
"Nayarit",296768,53.22036069,40.33959187,4.582704335,1.206329523,37.76316854,47.26891039,1.846223312,8.619527712,27.6266309,10.38487977,17.49413683,39.43214902,29.51901822,61.47529383,1.126132198,6.085561786,33.71050787,50.98258572,2.502628316,10.24099633,43.22770649,40.32645029,2.595293293,10.81585616,44.93745956,30.53664816,4.377830494,16.48358314,35.63928725,53.75512185,1.937877399,7.172943174,11041.7211,229620,21639.66553,2017
"Nuevo León",3052741,45.08708731,44.7157489,7.765644056,0.95661571,33.84715572,46.83509017,2.169886014,12.10227137,22.48605434,6.328083516,18.62142907,44.48733122,32.22766032,49.81474026,1.566657637,11.11103104,38.59007364,42.72740465,2.436040267,12.40318127,41.16336761,32.8324283,2.982434474,18.76392396,40.4966553,27.12997925,5.735665096,20.58071746,30.59522573,56.54216981,0.460307638,10.35993555,13690.1544,2339959,22559.11322,2017
"Oaxaca",473011,49.61660511,44.73003799,4.147260846,0.846914765,32.88781868,56.9612546,0.334241698,7.400250734,31.8360461,10.10695312,11.23885068,41.73475881,33.22058049,57.95721453,1.077353381,5.743841052,37.77121462,52.90405509,0.665735046,7.111462524,45.77102858,39.07541262,1.015621201,12.25320341,42.48188731,40.73879889,0.646285182,13.12844733,41.86752528,48.74114978,0.3653192,7.875926775,11192.42577,375906,24779.59916,2017
"Puebla",1692799,53.75842023,40.93362532,4.195595579,0.261046941,17.39734014,75.39217592,0.83937904,3.735647292,26.58212818,30.78599408,9.040884358,29.58579252,22.64734325,71.64424128,0.84032422,2.991495151,26.43426656,59.87438556,0.679938965,11.47862209,29.86013106,55.05721589,1.065277094,11.9065524,28.80637335,60.34083196,0.700201264,8.129317184,23.75592141,69.26959432,0.882148442,5.601669188,9577.294609,1094119,13405.76299,2017
"Querétaro",770034,25.83885906,49.33145809,19.3579764,2.181591982,25.54263838,58.28340047,1.978743796,9.012329326,22.1982406,18.13504339,14.55260417,33.96135755,25.3583608,59.80268404,2.007573692,9.249201983,37.62548147,37.95702527,3.618022061,14.96310553,37.74352821,32.86530205,6.368290231,17.27663973,34.41744131,40.35302337,3.923333255,15.76151183,35.16286294,46.60248768,2.912988258,12.95319427,11829.4706,561217,20663.30849,2017
"Quintana Roo",863247,55.83094989,37.20395206,5.532367909,1.007938632,26.33927485,61.11391062,1.183786332,7.102717994,28.27603224,14.81429996,17.64234338,33.86354079,28.69294651,62.07168979,2.030820843,4.871143485,32.64465443,51.97052524,2.466153951,9.682396811,32.49128002,51.22496806,2.805338449,9.802408812,36.56079894,43.34634236,4.902304902,12.39818963,28.61695436,65.69232213,0.768262154,4.115044709,17617.96531,584727,22045.6726,2017
"San Luis Potosí",852742,48.93086068,41.18725242,7.55926177,1.170928604,28.0888006,55.13461281,1.024928994,8.576685563,20.81274289,12.15654911,20.02540041,36.23088812,26.44774152,58.92896093,2.264225287,8.446517235,31.91786027,51.07687906,2.627641186,10.83422653,32.44650785,47.24394952,2.933829927,13.51733584,28.37845444,48.52839429,3.400325069,12.94600243,25.84943629,65.94691009,0.708420601,6.050130051,16728.79894,673563,28007.17973,2017
"Sinaloa",1024758,56.45401158,35.74775703,6.185948292,0.257133879,33.55094569,46.95342705,2.095909473,9.524492612,30.1053517,16.48828309,12.7087566,31.2829956,26.29215873,55.30173953,2.107229219,8.775828049,33.12313737,46.69521975,3.09380361,11.10769567,34.46355139,41.89652581,2.940889459,14.22901797,41.98279008,27.74372096,5.01123192,17.05251386,28.85539805,60.48374348,0.694700602,8.055170099,13962.93126,790801,40681.66328,2017
"Sonora",1293729,51.70054934,39.84559363,7.233895198,0.752166798,28.72062078,53.46892587,1.561146113,11.45355789,26.1744152,17.38238843,14.47845723,33.0808075,29.84241677,57.71332327,0.879318621,8.830056372,30.97426122,44.6959139,4.729120241,16.932680650000002,35.39017831,43.06125935,3.096861862,15.63325859,32.00593014,44.9930395,4.218967033,14.76754405,21.66520191,71.54759613,0.924150266,5.114517801,15157.78549,1081088,61652.42792,2017
"Tabasco",300923,48.86997671,45.60203108,4.266539945,0.679908149,36.69111367,46.16629503,1.130521761,10.41395972,30.09440953,8.961760982,15.20023395,36.89182947,31.66158785,55.34173194,0.706160712,8.171525606,36.47212078,52.43500829,1.002582056,8.46096842,40.32194282,45.25077844,0.794887729,11.88642942,37.74121619,45.93932667,1.683154827,12.00174131,36.7618959,55.81660425,0.251559369,6.42755788,14685.98787,234768,26861.41212,2017
"Tamaulipas",1860138,43.12776794,42.86133609,11.81616633,1.171149667,36.83178345,39.65673515,2.88946304,13.06558976,26.36890381,14.16722845,16.43066267,34.93036538,32.21895365,44.62690403,3.604571274,15.02151991,37.85396567,34.04994683,4.767280707,18.22913139,38.21780965,31.02721411,6.296468327,20.50267238,37.36862534,31.02409606,5.755110642,19.60134141,33.78743943,49.77437158,2.04146144,12.13125048,11325.47978,1380436,17082.86367,2017
"Tlaxcala",501247,26.72774101,57.67974671,11.67208981,1.713526465,44.51517914,38.36711242,0.664343128,9.457413211,30.14461932,8.813020327,10.96206062,33.64010159,38.69669045,41.63157086,2.078216927,12.17483596,47.16995812,30.62781423,2.14305522,14.95270795,46.20975288,26.51128087,3.264059436,20.2860067,46.38491602,29.86890695,2.311036276,14.84597414,43.82589821,40.12153689,1.241304187,12.8481567,12567.57069,389407,23363.72998,2017
"Veracruz de Ignacio de la Llave",1978288,57.85851201,37.14150821,4.190997469,0.046252113,32.94302953,54.32454729,0.920998358,7.078089742,29.21991136,17.26770824,14.01545174,33.49785269,28.14746892,59.21675712,1.517069304,7.336646636,33.43663814,50.66284585,1.031093552,11.24810948,35.35203166,46.2638908,3.078672064,11.97773024,35.218128,42.74817418,2.776289398,13.75042461,36.33909724,51.46768317,0.800793413,9.119855147,10592.12868,1323209,14276.80737,2017
"Yucatán",781036,30.95107012,44.08670023,21.02899226,2.165585197,25.61546459,51.87981092,3.146974019,11.74363282,23.83411264,8.000015364,15.57444215,38.92983166,28.86653112,51.95701607,2.975791129,11.46323601,35.70565249,32.49376469,4.026959065,23.08241874,36.61546971,29.5228389,5.065963669,23.36409589,35.35624478,32.80809079,4.351912076,20.18613739,31.52261868,50.00371302,1.683149048,15.4209281,12344.15846,643041,19158.18743,2017
"Zacatecas",272485,47.08736261,43.74002239,6.781657706,0.928491477,30.67801897,54.135457,1.190524249,9.974494009,23.6343285,15.47314531,14.46391544,38.61386865,30.36717617,52.85024864,1.72780153,11.62375911,36.09483091,49.17885388,1.980659486,11.3382388,37.99328403,38.76250069,2.730792521,17.47839331,37.10956566,31.37457108,3.988843423,21.40961888,33.96407142,55.17588124,0.714534745,8.121180982,11108.51809,214250,14720.65344,2017
"Aguascalientes",640159,33.38139431,48.51575937,14.85474702,1.657713162,37.34931478,38.65649003,3.281216073,12.65482482,23.56836348,7.873044041,20.19248343,33.80097757,33.75567632,38.513713,4.655405923,16.58088069,40.7973644,36.12180724,2.137750153,16.09178345,43.21754439,24.29505795,5.547684247,19.77618061,39.12949752,32.91541633,4.822395686,16.33188005,32.20824826,54.97384244,2.056364122,9.248952213,14677.16446,528365,25935.29094,2019
"Baja California",1972157,49.40549865,38.87393346,9.117631101,0.749534647,37.89718567,38.25430734,1.840066486,11.30366396,25.70905866,11.46541579,16.19130728,32.53833239,29.77709178,38.17140319,6.86273963,16.77026728,31.48740187,49.64772074,1.809795062,11.18415015,37.63103039,39.00668152,1.969366536,14.8941996,37.86006895,36.15756758,2.406654237,16.84044424,25.65485405,64.13459983,0.613845652,7.735591031,11330.123,1416260,20368.71761,2019
"Baja California Sur",221858,30.09582706,46.08758756,17.06947687,1.388726122,41.06816072,25.44916118,3.554525868,15.08983224,19.30649334,6.202616088,19.77841683,39.87099857,33.72878147,31.73786837,5.024835706,17.40257282,37.45413733,29.9637606,3.475646585,19.53366568,42.21078347,26.19513382,3.334114614,17.07218131,34.97236971,25.75160688,5.484138503,24.08612716,35.76071181,45.73736354,1.61139107,12.08655987,7673.46078,161218,11975.08963,2019
"Campeche",339505,38.37115801,45.92156227,12.76593865,1.115742036,40.23004079,27.42581111,1.658885731,17.02213517,21.9242721,8.62284797,15.74056347,34.59389405,30.62458579,23.76371482,10.62870944,24.86472953,40.14727324,34.5232029,2.455339391,15.66309775,41.6447475,21.28510626,5.310672891,23.84059145,41.10513836,30.97156154,3.282131338,17.27220512,33.58153783,50.73916437,1.842388183,10.93238686,13964.03411,269700,23586.94846,2019
"Coahuila de Zaragoza",1596607,39.1557221,41.59414308,15.6027125,2.275137213,37.15410242,34.9653985,4.276882163,15.05085472,20.5968031,7.437710094,23.36116527,39.91533295,36.9202941,28.88387687,8.433258779,20.38084513,37.68241026,35.65085209,5.030542895,18.41705567,41.75723894,25.40055255,6.278627114,21.71536264,32.84114375,40.05888738,4.209927678,17.55504016,28.88538006,58.05837003,1.644863138,9.819009938,15409.56922,1308570,50306.59422,2019
"Colima",342597,33.95155241,50.13324693,11.35123775,2.044092622,41.26013946,31.15818294,3.288995525,13.59468997,23.01683903,8.336908963,20.53170343,38.12613654,31.50085961,29.4442158,9.328161076,20.93334151,39.47991372,35.33335085,3.2945414,14.63089286,40.63695829,23.97014568,5.371909269,21.37263315,38.99537941,31.46700059,4.333079391,17.75146893,38.32812313,42.11683115,2.464119651,12.20413489,6945.377593,278329,9937.879272,2019
"Chiapas",782349,37.8058897,49.80782234,9.802658404,1.594556905,41.2937193,32.8488948,4.045892562,12.54299552,18.11570028,8.100221257,24.99153191,37.17969857,34.22347316,29.40874213,8.126296576,20.58889319,37.28438331,32.97032399,3.989268217,20.06137926,40.92904829,30.85272685,3.511731976,18.09946712,38.10307165,33.79233565,3.566694659,17.84715006,36.69321492,53.01738738,0.924139994,8.119266465,14136.67757,577710,23975.00476,2019
"Chihuahua",1978450,47.14564432,42.20809219,7.47170765,1.664687002,48.05135333,26.85465895,2.96191463,15.38214259,32.99476863,10.77848821,12.58121257,32.38317875,39.83178751,31.08125047,4.015517198,19.41540095,41.66190705,36.78288559,1.851348278,15.82723849,43.81394526,29.3834062,5.281963153,17.324269,46.54259648,23.46594556,4.203138821,20.22527736,34.69241073,52.74750436,1.094442619,9.85837398,9380.790579,1421490,19926.0635,2019
"Ciudad de México",6940053,52.57340254,37.44458436,7.110161839,1.598907098,34.37983831,48.69360508,1.832075346,8.554473575,25.12277644,11.95744471,16.39026388,34.80018092,31.40591289,33.8592371,7.557680035,18.98401929,36.78094389,32.03479858,4.760900241,19.4059469,37.55066424,36.23166855,3.363360482,17.4572442,26.80854166,59.8317765,1.598359551,7.797519702,26.48038855,62.8121572,1.345537275,7.326067971,20689.78683,4662165,47834.47175,2019
"Durango",672208,34.21232714,48.31242711,14.30673244,2.046390403,40.11526194,31.94740318,4.670280627,15.8962702,20.39190251,6.255504249,24.18507367,40.057988,33.83595554,31.64764478,7.522671554,21.49096708,40.23486778,26.59251303,4.263858806,22.47235975,40.62314046,22.84649989,5.980143051,21.66665675,39.09578583,31.51450146,5.038321472,18.91914407,31.7754326,55.8520577,1.457733321,9.260972794,25388.95071,557140,55192.23176,2019
"Guanajuato",1846759,36.98398113,43.7782082,12.7160068,4.361370379,34.73496,35.87863928,4.944337621,12.3934417,21.60633846,11.76536841,18.02249238,31.12598883,30.50425096,34.90910292,5.634573867,18.36254758,39.65872104,25.8591944,4.094145473,20.1414478,38.2276193,23.23383831,8.110370655,19.83496493,37.40287715,28.10956925,7.389161228,17.70723738,31.48033934,50.43202714,2.40816479,11.6609693,16199.73297,1383387,34593.06759,2019
"Guerrero",769601,44.16210478,43.25942924,8.804692302,1.326011791,35.22214758,33.41458756,3.664106466,15.84028607,20.30389773,7.826653032,19.51660666,38.5541339,35.23293239,24.70760823,8.818205798,21.6145769,39.46876368,32.25112753,2.78767829,17.19631341,40.40249428,29.94044966,2.593811598,18.03986741,33.05115248,38.86832268,3.902021957,15.01427363,33.67693129,49.36389116,1.871229377,9.901754286,15808.23462,537511,54500.65208,2019
"Hidalgo",410534,36.6171864,48.78183049,11.538143,1.559432349,45.29856236,31.43223217,2.152318687,12.18120789,24.62061608,7.641754398,15.94459899,40.78517248,38.31887249,27.88441396,6.361714255,19.028631,44.52176921,30.39870023,2.682603633,15.30007259,44.92782571,29.90251721,4.386238411,15.8737157,38.10159451,37.45804245,2.815601144,14.45215256,32.02097756,55.27995245,1.81885057,8.778079282,9882.588987,269140,16402.24419,2019
"Jalisco",3267971,38.45493121,46.54726128,9.700514478,2.023304368,42.2211825,33.89653703,2.567893044,11.76864789,19.17269156,8.752005449,17.06352351,41.2996321,34.48249694,31.06955355,6.106694337,20.83488501,37.79736723,40.96918241,2.828176872,12.44451068,40.52539022,30.2015532,3.06636748,18.50854858,33.2969601,42.36084102,3.550184503,14.16958718,30.49978106,57.74445367,1.793345167,7.808637225,16099.83261,2616580,34544.6346,2019
"Estado de México",9892687,54.7839126,36.760225,6.924094536,0.763766204,47.74700746,36.76736159,1.440255817,10.4545206,27.83821018,8.231545181,10.52816085,47.44683623,40.3857314,31.47367343,5.966912731,17.26328752,47.17108709,36.47914869,1.013829711,12.35319585,47.1502333,33.29930483,2.355942324,14.22958191,34.85882046,52.07045366,0.972667992,10.05832895,31.69814227,61.20977041,1.165578169,5.182474691,20682.67015,7358605,33712.53111,2019
"Michoacán de Ocampo",851551,47.98608656,42.44149793,6.656677052,1.084256844,32.53075858,43.69427081,1.162584508,11.17842619,21.09433258,7.005217538,18.00596793,42.25337061,31.68547744,39.29923164,3.338261596,17.17924117,34.33018105,50.54623857,0.781280276,9.462263564,39.76450031,33.87677309,2.352648285,17.21752426,32.54238443,45.6568074,2.86806075,13.71497421,29.47539255,61.45856208,0.31107943,6.523273415,10230.72762,702560,21043.4696,2019
"Morelos",781571,45.27816411,45.03199325,7.844968659,0.945787395,30.08722176,49.34254214,2.560356001,9.601686859,20.86860951,9.378418595,19.57352563,37.22016298,29.26413595,36.08309418,7.151493594,19.43943672,35.74582476,45.01024219,2.604114022,12.24559253,36.66077682,38.67914751,4.427364884,15.43045993,33.4469933,45.69437709,2.735899873,12.69878232,26.99268525,63.32642844,1.184153455,6.392765341,16396.00498,615467,32094.65333,2019
"Nayarit",329203,45.92667746,41.0928819,10.1487532,1.301324715,39.5597853,29.15951556,2.361764625,13.98286164,23.56995532,7.060081469,21.92082089,32.84204579,38.19922662,25.3533534,6.740218042,17.56666859,44.02268509,32.4477602,2.864190181,14.60284384,43.76721962,28.02799488,3.669772147,15.87743733,39.48080668,29.00034325,3.790062667,16.395051080000002,41.57191763,43.11534221,1.745123829,9.115044517,15439.24942,243438,24257.10037,2019
"Nuevo León",3275338,36.09181709,48.79288794,10.09144705,1.267869148,40.31040461,28.96843013,3.873065925,13.61056477,21.45256459,7.432087925,20.32376506,33.36617473,33.39966745,32.41515837,5.811583415,15.81629133,34.80645356,42.38454169,1.614581457,13.07446743,39.62348313,25.403362950000002,5.084818727,19.74904575,38.06281978,27.61998914,5.37871206,16.14718847,34.0358766,48.24381484,1.860327087,10.74182268,10347.67562,2191468,14394.00438,2019
"Oaxaca",489775,45.44556174,44.71971824,8.358123628,0.566382523,40.76790363,37.939462,1.373283651,12.28380379,18.38476852,5.023327038,16.39120004,45.57153795,34.38395181,31.45097239,6.010719208,21.71976928,41.20606401,40.14394365,1.180133735,13.31754377,44.29319586,35.58470726,1.760604359,14.67408504,39.19064877,36.53841049,2.372109642,16.12556786,37.86350875,46.49481905,2.04869583,11.46710224,15897.47187,370669,24777.6318,2019
"Puebla",1769155,38.7399069,50.82488533,8.235570089,1.113582473,43.18779304,38.43982014,2.234739183,10.52587252,24.10710198,9.908572171,18.41155806,37.43905989,35.32833471,32.92730145,8.488854849,18.57406502,42.80546363,32.71409232,3.252004488,15.59156773,45.57119077,32.74975907,3.359400392,14.37759834,39.04067196,41.46753676,2.72915601,13.39339967,33.98328581,57.32307231,1.009691067,6.706139372,15693.23818,1340571,26887.94551,2019
"Querétaro",823692,24.93614118,46.95189464,21.20914128,4.486749902,37.88029992,37.36469457,2.661188891,11.96782292,19.56993634,6.992419497,16.71874924,37.76569397,32.69960131,33.82987816,4.10978861,18.96959058,41.00622563,26.36677302,2.97926895,21.21156937,42.78079671,23.03603774,4.27332061,20.38820336,37.20844685,31.91399212,2.604735751,19.34703748,33.29800459,44.27140242,3.117427388,16.89867086,11323.69943,659961,17205.41062,2019
"Quintana Roo",907420,48.42785039,41.16660422,6.526415552,1.141808644,36.23845628,38.18264971,2.725970333,8.55656697,15.04441163,7.73357431,21.92281413,39.90522581,28.4023936,30.73438981,7.841683013,20.56633092,36.84501113,36.73249432,3.280399374,13.19422098,41.65447092,33.68506315,3.439642062,11.22115448,34.06228648,43.55282008,2.258711512,11.58239845,26.95102599,63.12776884,0.622093408,6.209032201,19945.53126,637797,35363.75994,2019
"San Luis Potosí",910643,37.95340216,47.10693433,12.59922934,1.875707604,35.39586863,44.67085345,2.120809143,12.97149377,20.92356719,7.031405282,19.94579654,44.68051695,33.85025746,37.84435833,5.603732747,19.25716225,39.72467806,39.78617307,2.670750228,15.82749771,39.06766977,37.0045122,3.618871501,17.49412229,33.63436605,43.80146775,3.266922383,17.45733509,28.14374019,60.75179845,1.055847352,9.196798306,13114.35135,720455,29300.78908,2019
"Sinaloa",1056400,44.23343431,40.58254449,11.534078,1.413669065,36.23570617,27.33576297,3.223400227,16.34428247,23.00520636,12.07743279,17.20456267,33.86728512,31.00075729,31.86482393,8.068250663,17.94689512,36.00350246,33.27413858,3.681560015,17.08670958,35.68477849,29.15363499,4.368799697,20.6039379,36.22974252,24.60838697,5.605831125,17.33462704,29.9749148,55.66764483,1.912249148,8.365486558,12441.54604,731131,22204.36557,2019
"Sonora",1354384,45.81381647,39.87251769,9.059912108,1.52024832,30.36347151,34.18956515,2.598893667,12.20141407,22.17605937,10.69135489,16.10185885,27.81301315,27.41046852,27.47817458,10.76976692,18.33519888,33.92110362,32.8272484,4.151333743,16.2171142,33.04697929,31.00103073,3.63235242,15.62931931,34.51938298,33.81574206,3.809111744,15.07283016,26.07214793,62.16626895,1.578134414,7.481334688,12562.10589,1055858,24220.87061,2019
"Tabasco",316563,43.33734517,48.43554048,5.861708412,1.405723347,41.88929218,32.52591111,2.178713242,16.60301425,22.28434782,4.637307582,14.52159602,45.80288916,33.33965119,24.38566731,8.457400265,25.69504332,41.92182915,33.5434021,1.802484813,19.08972306,45.27503214,35.70979552,2.410262728,13.57833986,36.79109687,42.52234152,1.380451916,13.9185565,40.2406472,47.76647934,1.381083702,8.848159766,8639.598051,235254,18353.77932,2019
"Tamaulipas",1965235,33.76832796,47.30192572,13.95950103,3.003508486,40.24073457,26.33415342,6.175444667,17.59066982,28.56691439,11.86545121,17.33324513,33.687268950000004,35.84146425,23.78606121,11.4065239,23.386567,41.50709712,29.32087002,5.079392541,18.51396907,43.26357916,22.31529563,7.556602645,21.92516417,42.287818,24.96861698,4.437382807,20.36652105,38.30773419,38.7081952,3.822952471,14.91032879,7705.094894,1259673,13218.27173,2019
"Tlaxcala",540694,31.62139769,52.13466397,12.84904216,1.089525684,43.5325711,34.00777519,2.391556037,11.14216174,19.0362756,6.356090506,14.45309177,41.19261542,34.7227822,28.44399975,4.958812193,21.0468398,44.31360437,28.03508084,2.569105631,17.23618165,40.94441588,33.26410132,3.08196503,18.74646288,41.8837642,31.35303887,2.262462687,17.82431468,39.57136569,45.05117497,1.633271314,11.68202347,11617.45665,393890,19396.02427,2019
"Veracruz de Ignacio de la Llave",1994079,44.50054386,43.12030767,9.032290095,2.378591821,35.67210727,37.91444572,2.348101555,16.00152251,24.086809,11.78458827,19.21092394,34.99475196,31.30558017,30.24097842,9.692795521,21.14003507,38.34191123,31.14801369,5.85037002,18.26402063,39.2229696,28.64480294,6.167458762,20.04850359,36.34580175,41.48110481,3.460946131,12.86573902,30.44443074,53.58704445,2.258486249,10.15536496,13225.30401,1566550,18421.88248,2019
"Yucatán",835285,27.05962636,43.86526754,22.78072754,2.955278737,33.20890475,30.75429344,2.098445441,12.03888493,18.35840462,7.168690926,15.70254464,29.69669035,28.31620345,26.66311498,7.206043446,22.14848824,32.48687574,19.14747661,6.038537745,28.00313665,34.23035251,23.45498842,4.143974811,23.17711919,32.83238655,28.77808173,3.078709662,16.90165632,34.10105533,41.79268154,2.91074304,16.04817517,13260.26763,656578,23083.01527,2019
"Zacatecas",288734,38.06964195,51.50657699,8.355095001,0.919877811,47.44920931,35.89809305,2.1715489,10.85670548,34.44312066,7.501368041,12.00101131,40.48362853,44.98881323,34.65681215,1.916296661,16.21423178,47.38756087,35.90709788,0.727659368,13.84180595,50.23758892,28.39603233,1.451509001,17.80150588,49.47287122,22.21698865,2.399440315,22.23950072,42.8747567,46.15043604,0.442621929,8.852092237,6871.564513,169190,9693.244282,2019
