"entidad","year","corrupcion","camara","federal","estatal","municipal","ejercito","ministerio","policia","contacto","tramites","pib_total","pib_primarias","pib_secundarias","pib_terciarias","pib_salud","pib_educacion","wjp_corrupcion","wjp_edoderecho","year_wjp","escolaridad","year_esc","exportaciones","inversion","irs","year_real","habla_indigena","year_li"
"Puebla",2017,94.69204554999999,92.78951606,94.29158453,86.30865212,84.91734695,57.36812226,89.14720531,93.02551573,0.008753430485166604,0.012252563925861812,0.0954922103401864,0.00389919568907369,0.0334967479525872,0.05809626669852548,0.00209203335514711,0.0048309175259119,0.32910071852511463,0.3612127155474737,2018,8.493854344,2015,15019152,4093018206,0.8834226,2015,11.264054,2015
"Querétaro",2017,75.17031715,83.82603885,85.16104484,75.58250674,70.60883025999999,40.33328399,74.77046468,81.76535061999999,0.021078247095152144,0.03681875012695624,0.1938359671345564,0.00486127164227138,0.07926600983529992,0.10970868565698508,0.00264653851210672,0.00592440879289943,0.4184164310094071,0.42676662663588216,2018,9.553260268,2015,10478612,2302976497,-0.4259123,2015,1.676642,2015
"Quintana Roo",2017,93.03490195,87.45318547,90.7646363,84.61517967,83.71624808,43.0903322,79.9071413,94.30927649,0.03013024079613221,0.03770250492965094,0.18128570515236803,0.00141015955385125,0.01981578915822323,0.1600597564402935,0.00347968448855258,0.00494800547696332,0.3081170008684362,0.3637547018589404,2018,9.615036244,2015,33172,848919444,-0.3961296,2015,16.623827,2015
"San Luis Potosí",2017,90.1181131,83.22341341,85.37670245000001,82.99473933,79.69045737,32.969291999999996,76.90684873000001,91.79634638,0.024836279516541142,0.04158063867819343,0.13050088085303663,0.00509458352650285,0.05166380113473299,0.07374249619180079,0.0025354460560302,0.00595531455357602,0.34177650575891044,0.38628783704334,2018,8.81999521,2015,13360588,2713485495,0.6110144,2015,9.996013,2015
"Sinaloa",2017,92.20176861,80.50437274000001,81.59389826,79.81835712,76.3600772,46.593634789999996,69.72651104,89.33914153,0.017656693984959553,0.0514436163838943,0.12843777022109207,0.01449569955510546,0.02524358321301032,0.08869848745297626,0.00261031459508259,0.00631486005728982,0.35495394674935576,0.4085441498294905,2018,9.581325259,2015,960133,3449516603,-0.4578008,2015,1.395216,2015
"Sonora",2017,91.54614297,82.18954665,87.55574003999999,75.67017512,78.45143766000001,43.55680363,76.99896964,93.21279804,0.014020861844734193,0.05702813084596259,0.2020771149305519,0.01339383053892005,0.09086204053565727,0.09782124385597456,0.00338025351450533,0.00607390477593822,0.3254424663988662,0.356703665245391,2018,10.00142937,2015,17443597,2134390587,-0.5882048,2015,2.440612,2015
"Tabasco",2017,94.47200779,82.85740870000001,87.00331979,88.90712907,85.57272126,39.056170512,83.68054286,92.57850015,0.06255532214782253,0.11441683755878145,0.2126640986910881,0.00368123244458249,0.13765681308845093,0.07132605315805471,0.00333633424512957,0.0055917636911382,0.35548809346602195,0.3753458133713256,2018,9.311768933,2015,6412526,1218290366,-0.1544757,2015,2.72302,2015
"Tamaulipas",2017,85.98910403,76.4885186,76.84585768,71.9039125,69.24502376,40.53613226,68.3927214,83.56181101,0.008204277329771173,0.012374976942067578,0.1448033575287547,0.00471308784210584,0.05179365475994697,0.08829661492670188,0.00360884017133403,0.00595412032084163,0.3860882908303664,0.38114544475533607,2018,9.508512087,2015,25507316,1558600865,-0.5268046,2015,0.738607,2015
"Tlaxcala",2017,84.40748772,82.88229156,80.32826130999999,77.79777235,72.72103375,38.957639647,76.25382297,83.9474351,0.03227361267260219,0.05999822802363594,0.07509561400545392,0.00254622118762113,0.02538578949394546,0.04716360332388732,0.00214478173731799,0.00492570041803924,0.33256758480096266,0.3766838308917142,2018,9.274111563,2015,1379963,816458573,-0.1736643,2015,2.737685,2015
"Veracruz de Ignacio de la Llave",2017,95.00002022,87.26757681999999,87.36422604,84.09948399,81.61592246000001,46.4876196,77.96630218,87.80678041,0.008004879561732122,0.010789533150091936,0.09566377536901365,0.00516902917163071,0.0298920072160202,0.060602738981362723,0.00254065643102839,0.00518822755733278,0.31182167834016994,0.36757255229047825,2018,8.203437948,2015,5362862,1215971390,1.199394,2015,9.194051,2015
"Yucatán",2017,75.03777035,77.49527551,80.82354719,68.19941718,66.13830861,31.834128004,68.16433556999999,81.5263317,0.019196534062369274,0.029793104063348997,0.1203481464350853,0.00440386901426919,0.03279554829711397,0.08314872912370212,0.00325016319572758,0.00568393863173078,0.3802366616521822,0.45017909822169744,2018,8.821077329,2015,962964,390008189,0.2944613,2015,28.891132,2015
"Zacatecas",2017,90.82738499999999,84.81347597,83.21742481,85.27368479,76.75578472000001,39.10747381,68.48413674,89.13995266,0.05184839248541424,0.06870783402567095,0.09981017775354624,0.00872493761117116,0.03460692789871385,0.05647831224366122,0.0024976339420558,0.00613294440444551,0.4178001931126368,0.43715923836770815,2018,8.629599032,2015,3026697,1129760635,-0.3303741,2015,0.251678,2015
"Aguascalientes",2019,81.89715368,76.00580481,72.26938932,76.91917164,67.51260234,31.441407521,72.04491385,87.1820907,0.027778457051470102,0.04908593669149167,0.15618019061354216,0.00635244145125549,0.06447265270162113,0.08535509646066552,0.00393914101151299,0.00562892718680534,0.4123912449250174,0.4488903568266332,2019,10.349134,2020,11794073,1246757374,-1.101561,2020,0.00187763221629376,2020
"Baja California",2019,88.27943211,76.15149301,67.94849497,81.13512261,76.63771191000001,37.17447445,74.01763653,89.78945388,0.008000030361656758,0.01438204680637736,0.15276756637003783,0.00410508514149566,0.05868958270319606,0.08997289852534611,0.00299138662039469,0.00531554144048055,0.3834984839651051,0.4016752147463326,2019,10.202655,2020,42396951,626236110,-0.6423869999999999,2020,0.013606237212131011,2020
"Baja California Sur",2019,76.18341462000001,66.5173219,65.46664984,67.41789793000001,68.40591729,25.509109428,60.72397659000001,81.49807535,0.047596799240779565,0.07427886234787678,0.1991488326714234,0.00668311735155871,0.05703668746955026,0.1354290278503144,0.00412846438148054,0.00568015535157624,0.3574057693514688,0.3898284351478833,2019,10.342548,2020,291812,288884940,-0.317027,2020,0.01790172439701466,2020
"Campeche",2019,84.29272028,67.6558519,54.38830061,74.67047614,62.92985376,30.54712007,72.0766999,84.3207022,0.051776173934000747,0.0874562419725621,0.5573608071411722,0.00618502676216092,0.4688035466730148,0.08237223370599647,0.00268001417548954,0.00588875149052687,0.3917911902692557,0.42930607750289235,2019,9.62513,2020,16579076,1332993305,0.244535,2020,0.1044941083266555,2020
"Coahuila de Zaragoza",2019,80.74986518,72.11950092000001,65.80417097,73.33326235,67.15779149,28.034513194,72.90003113,86.94375009,0.011775884530441627,0.038443945849285864,0.1920039186200712,0.00445843850728254,0.0949393473500296,0.09260613276275904,0.00308609110736052,0.00557148232267298,0.3509854213407556,0.4267898808465814,2019,10.431996,2020,47659461,2904470705,-1.147587,2020,0.001854546137833,2020
"Colima",2019,84.08479933999999,72.4183224,60.94507541,74.81326457,64.60710397,31.353747993,70.46238,80.44495428,0.02495384093285285,0.03570551136245235,0.14980234512046223,0.00690130176608681,0.03919771093710477,0.10370333241727064,0.00353957048965601,0.00715367703458205,0.4095923028898581,0.40694625084290664,2019,10.04673,2020,684838,265012164,-0.690655,2020,0.00744476087456649,2020
