"entidad","year","corrupcion","camara","federal","estatal","municipal","ejercito","ministerio","policia","contacto","tramites","pib_total","pib_primarias","pib_secundarias","pib_terciarias","pib_salud","pib_educacion","wjp_corrupcion","wjp_edoderecho","year_wjp","escolaridad","year_esc","exportaciones","inversion","irs","year_real","habla_indigena","year_li"
"Chiapas",2019,87.61371204,74.1426141,63.63221529,70.2547073,71.78177514,26.215921537,71.89540729999999,89.7106023,0.024470197105814336,0.041500068823458136,0.04700947540219501,0.00352012057372631,0.00849236971276886,0.03499698511569984,0.00140532624749541,0.0046044359601344,0.2960808094923743,0.37777925607436424,2019,7.783218,2020,820170,1760611690,2.644224,2020,0.2816804321325128,2020
"Chihuahua",2019,89.35373651,74.90601228,70.91303798,78.44479264,73.19735146,43.77325684,70.00854204000001,87.43991509,0.006599265966696917,0.01401773033929187,0.15307516724930775,0.00903257463048546,0.0608750212794729,0.0831675713393494,0.00342267994951186,0.00527266106857295,0.363388169962461,0.3955697404909778,2019,9.996942,2020,57434140,870606130,-0.518357,2020,0.03094939332489328,2020
"Ciudad de México",2019,90.0179869,83.07344339,65.26514999,68.81574247,73.78233279,37.08022115,86.64031815999999,89.29254575,0.004437806647769867,0.010260141318464705,0.340241949245294,1.3414880698514562e-4,0.03196238261600722,0.30814541782230165,0.0092763018971668,0.01028780098988658,0.28003536623392017,0.35871296339780073,2019,11.482039,2020,2667127,5958172471,-1.115345,2020,0.0140099250355445,2020
"Durango",2019,82.52475425,72.06266512,65.48360032,66.82738081,63.469640350000006,26.647406759000003,70.61028729,87.6274903,0.04557014522382166,0.09906348809993898,0.11135466291981556,0.01048402968379123,0.03389467656126374,0.06697595667476058,0.00236424521867241,0.00559529861130057,0.31479732867161997,0.42608710174578635,2019,9.746069,2020,2737229,1627614426,-0.045956,2020,0.0272495186545168,2020
"Guanajuato",2019,80.76218933,70.61359928,65.41335388,65.51791544,61.46145761,33.37170687,65.5124464,81.91236648,0.01171019604058734,0.025006066697171505,0.1139355165792272,0.00431206171494619,0.03965656564510014,0.06996688921918089,0.00258974946059095,0.00414476140007335,0.43278643028214975,0.4248962227596448,2019,9.043787,2020,25065798,2430115568,-0.209212,2020,0.00240508533105105,2020
"Guerrero",2019,87.42153402,68.63673514,59.94054062000001,71.71989121,70.34294394,28.130550762,71.91947515999999,83.04082245000001,0.0294100671800205,0.10139448695933664,0.0679567518714599,0.00356291932210857,0.01241282181272832,0.051981010736623,0.00207604150044412,0.00479607590056726,0.30276256988936967,0.33156534021124245,2019,8.372699,2020,966475,1362324617,2.450336,2020,0.15485847290974844,2020
"Hidalgo",2019,85.39901689,76.73079453,66.20328645,74.92046944,74.83034291999999,32.262370478,75.55963696,87.30093001,0.03671913868990116,0.0609431678308687,0.08860493648553396,0.00320576117937966,0.02771083393532135,0.05768834137083294,0.00191759354439622,0.00496256115706259,0.3950267929952039,0.4212312061806585,2019,9.370759,2020,2299343,2000984218,0.32012599999999997,2020,0.12313809277540096,2020
"Jalisco",2019,85.00219249,76.11771952999999,65.55205049,78.76654964,70.72694342,27.924697009,75.65780112,88.24423473,0.006153006065169038,0.013202208455311894,0.14584664915620238,0.00850452800865724,0.04362882906646034,0.09371329208108478,0.00330530293474567,0.00454778429379152,0.30522466394819864,0.3660700248682199,2019,9.897353,2020,21659641,2872841653,-0.616826,2020,0.00846245176422714,2020
"Estado de México",2019,91.5441376,84.51436905,71.85940483,83.65023578,80.44953813,36.069755361,86.92927412,92.90791268,0.0028106781312490616,0.004581375289202234,NA,NA,NA,NA,NA,NA,0.30362957509709343,0.3639698543462157,2019,10.082398,2020,20010001,14394120500,-0.298102,2020,0.02568274971712893,2020
"Michoacán de Ocampo",2019,90.42758448999999,76.22502939,70.98470908,84.87641962000001,73.6412734,28.099550118,78.19919182999999,90.93395463,0.01456206960259622,0.029952558642678206,0.08949002052288071,0.01167525520937086,0.01398626550534593,0.06382849980816392,0.00237650094359766,0.00596687763721965,0.33862442896505185,0.3868435349712627,2019,8.59549,2020,5586480,1007749067,0.529919,2020,0.0344814617328613,2020
"Morelos",2019,90.31015736,79.4297639,65.34723013,80.75606694999999,75.33992433,30.247028105,79.14137039,90.31911369,0.02663994167030889,0.05214683050431624,0.1019941466482714,0.00331387660282421,0.03128769223746145,0.06739257780798572,0.00328613912108424,0.00511194357652978,0.32536447037111116,0.3576307286230339,2019,9.844782,2020,3086705,1007040284,-0.126541,2020,0.02018791553812634,2020
"Nayarit",2019,87.01955936,68.71930086,63.55258001999999,76.47044529,71.7952145,30.630036789,68.48114993,84.68725984,0.06342169020448739,0.09964385334253485,0.0978955155019685,0.00692262290198922,0.01791303130180273,0.07305986129817654,0.00261311127227517,0.00578517081951927,0.3810894653296038,0.3954534779979379,2019,9.729524,2020,266760,529962464,0.044037,2020,0.05879518769701185,2020
"Nuevo León",2019,84.88470502999999,69.27883474000001,65.81482582000001,77.19099525,65.02684608,28.884652515000003,65.68280892,82.27969144,0.004721800920661401,0.0065682019449976,0.23746332939287831,0.00109939644999465,0.0831597339898991,0.15320419895298457,0.00384227692143857,0.00539707356388049,0.3972140977004137,0.4265768165450884,2019,10.740959,2020,39857053,940757856,-1.254735,2020,0.01415086461065651,2020
"Oaxaca",2019,90.16527998000001,78.70736563,65.8349242,81.35000765999999,79.87790312,23.408095558,75.72905926,84.3583278,0.04288859297648306,0.06684570816550615,0.06113565390203836,0.00369010185501584,0.0133054629214636,0.04414008912555891,0.00148772986833966,0.00499676076461927,0.3634885325752113,0.4007989486603689,2019,8.118536,2020,712575,1306077079,2.590888,2020,0.3118359584407628,2020
"Puebla",2019,89.56479223,81.62761318,68.25563616,75.51955595,78.32094984,34.015674151,80.50820872,91.30635812,0.011706383458988745,0.020057084264839386,0.09058077283079947,0.00370308712468165,0.03152052670417382,0.05535715900194401,0.00192753503649701,0.00465924619923387,0.3150009016409986,0.34540119564882926,2019,9.160472,2020,17547974,1610099448,0.744487,2020,0.09867979614598316,2020
"Querétaro",2019,71.88803582,75.24499449,66.52947947,67.37299865,65.81683445,26.562355837000002,69.12243897,77.56940700999999,0.01715813423823529,0.026070344490053198,0.17022043879015414,0.00414195300166732,0.06831907432106928,0.09775941146741754,0.00248432593741014,0.00516750286155559,0.4534586046217823,0.4270511405698559,2019,10.484599,2020,12868797,1508006969,-0.5244909999999999,2020,0.01392686829850174,2020
"Quintana Roo",2019,89.59445461000001,74.42110599,59.13678341,73.57750545,75.33953407,22.77798594,77.61510655999999,90.07879483,0.0312725385349884,0.05544673295735164,0.15622931993530623,0.00113054357274143,0.01762256853526804,0.13747620782729678,0.00310630064290077,0.00412825561024443,0.3069074654929869,0.35154612322135936,2019,10.239289,2020,80908,737653894,-0.317166,2020,0.11694197664002008,2020
"San Luis Potosí",2019,85.06033649,80.06672208,71.69461579,79.51085112999999,76.07218197,27.954972472,77.4358338,88.89553864,0.01820287367011125,0.04066983930988056,0.13064049952963144,0.00509561361393637,0.05117168895085667,0.0743731969648384,0.00289438835257622,0.00570131933507071,0.3389868090951453,0.382825099547469,2019,9.613127,2020,15531677,1704192057,0.31912599999999997,2020,0.0860270143867627,2020
"Sinaloa",2019,84.8159788,63.571469140000005,62.865581219999996,69.27764103999999,64.83841348,35.08263915,60.83812949,85.64255963,0.01701684929239767,0.030369886614026762,0.13181794041050657,0.01586786635889741,0.02539993319993141,0.09055014085167774,0.00269305467595524,0.00681900121673913,0.3884874610188344,0.4203687947414413,2019,10.223508,2020,2840002,3194864936,-0.567552,2020,0.01231719933525455,2020
"Sonora",2019,85.68633416,64.55303666,54.888643099999996,66.74835202,64.04801002,32.867414260000004,68.33512504000001,88.23841688,0.011897533465674362,0.02293951517154769,0.19711786786378888,0.01375859095910134,0.08648328805639695,0.09687598884829056,0.00356546773339128,0.00591291479333342,0.3428499071039962,0.3799003071457788,2019,10.403197,2020,19840531,889780475,-0.650546,2020,0.02228956346056048,2020
"Tabasco",2019,91.77288565,74.41520329,57.7253185,75.46523125,80.98482766000001,26.921655402,79.31343838999999,88.00712654,0.036724553253079655,0.0780168639853095,0.18650257762638608,0.00358949187504526,0.11077628300697828,0.07213680274436257,0.00343614079425688,0.00488875458982318,0.35925263431439186,0.37477168480797907,2019,9.693396,2020,5012816,762814447,0.076399,2020,0.03986409638680852,2020
"Tamaulipas",2019,81.07025368000001,66.57488799000001,59.62752546,70.82796714,65.57887479,40.4323656,67.25643498,77.01592939,0.006116742117994114,0.01049341514027847,0.14677127306898052,0.00426866048611928,0.05367688049130674,0.08882573209155449,0.00380178216334276,0.00616621146429649,0.378034583341862,0.3850181368151997,2019,10.092209,2020,29130161,3593963165,-0.622628,2020,0.00672710797912639,2020
"Tlaxcala",2019,83.75606166,77.54034629,63.16678195,72.34868521,74.2085172,25.392366106,73.23680307000001,84.62254066,0.029494164995303256,0.04924223582726142,0.0773081080316342,0.00254311131166058,0.02953518116840422,0.04522981555156939,0.00202298699084198,0.00459792907845778,0.31877937818744134,0.3678479414354298,2019,9.83317,2020,1460866,1208380905,-0.040526,2020,0.02159935712224772,2020
"Veracruz de Ignacio de la Llave",2019,87.62085153000001,73.58655299,61.546558590000004,69.48992491999999,67.86777254,35.87139727,77.82690656,84.03147519000001,0.008442312093453768,0.011759524100730905,0.099410585868367915,0.00530644921432707,0.03100138764531795,0.06310274900872288,0.00253647089845569,0.00517759243041215,0.3463557895527476,0.3793600332266149,2019,8.745629,2020,6697248,968887117,1.143246,2020,0.08598649389615289,2020
"Yucatán",2019,70.9248939,63.96319819,54.97931843,51.63435235,57.68534093,25.527095546,61.610468280000006,75.89373687,0.02019602793575173,0.03515654692968695,0.11393894518414854,0.00430276513659798,0.03026647875089728,0.07936970129665327,0.00314996350550519,0.00529773691045448,0.3959041306114529,0.4586627324035771,2019,9.594718,2020,1119624,10120438,0.152467,2020,0.2369622519834778,2020
"Zacatecas",2019,89.57621893999999,83.34730236,79.64562538,83.29465875,78.63362125,41.944488701,71.68985987,89.02519274,0.040614483793368406,0.05729206384538093,0.0935504303579597,0.00778299318553661,0.02974619915198337,0.05602123802043969,0.0024891889592624,0.00606770509044236,0.4363977912520434,0.42985454374657334,2019,9.245563,2020,2873522,618977396,-0.452588,2020,0.00326729758259147,2020
